sl_no,slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material_involved,movement_type,history
27122,TN/ANN/58F11/2016/24,Tamil Nadu,Dindigul,,South of Pettuparai village,10.275972,77.533528,Debris,Slide,NA
27123,TN/DIN/58F07/2017/11,Tamil Nadu,Dindigul,,Pallangi village to Kombai,10.277056,77.449389,Soil cum debris,Slide,NA
27124,TN/DIN/58F07/2017/19,Tamil Nadu,Dindigul,,Attuvampatti to Kadalkudai road,10.277167,77.471444,Debris,Slide,NA
27125,TN/DIN/58F07/2017/20,Tamil Nadu,Dindigul,,Attuvampatti to Kadalkudai road,10.277639,77.467361,Rock cum debris,Slide,NA
27126,TN/COI/58B15/2017/41,Tamil Nadu,Coimbatore,,Road from Singona Tea Estate to Nirar Dam,10.277736,76.978353,Soil,Slide,NA
27127,TN/ANN/58F11/2016/4,Tamil Nadu,Dindigul,,Road from Kodaikanal to Genguvarpatti,10.278611,77.565778,Debris,Slide,NA
27128,TN/ANN/58F15/2016/8,Tamil Nadu,Dindigul,,Thandikudi to Batlaguntu road,10.279656,77.7847,Debris,Slide,NA
27129,TN/COI/58B15/2017/117,Tamil Nadu,Coimbatore,,Road from Malakkaparai to Chalakudi,10.280017,76.864919,Soil,Slide,NA
27130,TN/COI/58B15/2017/40,Tamil Nadu,Coimbatore,,Road from Singona Tea Estate to Nirar Dam,10.280178,76.977636,Soil,Slide,NA
27131,TN/DIN/58F07/2017/12,Tamil Nadu,Dindigul,,Pallangi village to Kombai,10.281278,77.449222,Rock cum debris,Fall,NA
27132,TN/DIN/58F07/2017/33,Tamil Nadu,Dindigul,,Pallangi to Kombai road.,10.281333,77.448889,Debris,Slide,NA
27133,TN/ANN/58F11/2016/21,Tamil Nadu,Dindigul,,Road from Perumal Malai to Palani,10.281583,77.533722,Debris,Slide,NA
27134,TN/DIN/58F07/2017/34,Tamil Nadu,Dindigul,,Pallangi to Kombai road.,10.281583,77.449,Debris,Slide,NA
27135,TN/DIN/58F07/2017/35,Tamil Nadu,Dindigul,,Pallangi to Kombai road.,10.282194,77.45125,Debris,Slide,NA
27136,TN/COI/58F03/2017/109,Tamil Nadu,Coimbatore,,Periya kallar river,10.283972,77.015556,Debris,Slide,NA
27137,TN/DIN/58F07/2017/36,Tamil Nadu,Dindigul,,Pallangi to Kombai road.,10.284361,77.456,Debris,Slide,NA
27138,TN/DIN/58F07/2017/24,Tamil Nadu,Dindigul,,Kukkal Lake,10.284806,77.361944,Soil,Slide,NA
27139,TN/DIN/58F07/2017/25,Tamil Nadu,Dindigul,,Kukkal to Kundupatti road,10.285694,77.3765,Soil,Slide,NA
27140,TN/DIN/58F07/2017/26,Tamil Nadu,Dindigul,,Kukkal village,10.285833,77.376694,Rock cum debris,Slide,NA
27141,TN/DIN/58F07/2017/6,Tamil Nadu,Dindigul,,Anavattam road to Kukkal,10.285889,77.3945,Debris,Slide,NA
27142,TN/DIN/58F07/2017/37,Tamil Nadu,Dindigul,,Pallangi to Kombai road.,10.286,77.457444,Debris,Slide,NA
27143,TN/DIN/58F07/2017/27,Tamil Nadu,Dindigul,,Kukkal village,10.286917,77.396306,Rock cum debris,Slide,NA
27144,TN/ANN/58F11/2016/25,Tamil Nadu,Dindigul,,Along the road from Perumal Malai to Pettuparai,10.287006,77.530047,Debris,Slide,NA
27145,TN/COI/58F03/2017/111,Tamil Nadu,Coimbatore,,Periya kallar,10.287306,77.009028,Debris,Slide,NA
27146,TN/COI/58F03/2017/110,Tamil Nadu,Coimbatore,,Periya kallar,10.287333,77.007722,Debris,Slide,NA
27147,TN/COI/58F03/2017/112,Tamil Nadu,Coimbatore,,Periya kallar,10.287556,77.009583,Debris,Slide,NA
27148,TN/COI/58F03/2017/113,Tamil Nadu,Coimbatore,,Periya kallar,10.287722,77.009139,Debris,Slide,NA
27149,TN/DIN/58F07/2017/7,Tamil Nadu,Dindigul,,Anavattam road to Kukkal,10.288083,77.398389,Soil cum debris,Slide,NA
27150,TN/COI/58F03/2017/98,Tamil Nadu,Coimbatore,,Cinchona fourth division area,10.28825,77.001222,Debris,Topple,NA
27151,TN/COI/58B15/2017/39,Tamil Nadu,Coimbatore,,Road from Singona Tea Estate to Chinna Kallar,10.288333,77,Debris,Slide,NA
27152,TN/COI/58B15/2017/118,Tamil Nadu,Coimbatore,,Road from Malakkaparai to Chalakudi,10.288408,76.841694,Soil,Slide,NA
27153,TN/COI/58F03/2017/99,Tamil Nadu,Coimbatore,,Cinchona fourth division area,10.288528,77.00225,Debris,Topple,NA
27154,TN/COI/58F03/2017/108,Tamil Nadu,Coimbatore,,Periya kallar road,10.288778,77.009417,Debris,Slide,NA
27155,TN/COI/58F03/2017/101,Tamil Nadu,Coimbatore,,Cinchona fourth division area,10.288833,77.005333,Debris,Slide,NA
27156,TN/COI/58F03/2017/100,Tamil Nadu,Coimbatore,,Cinchona fourth division area,10.288889,77.002833,Debris,Slide,NA
27157,TN/COI/58F03/2017/102,Tamil Nadu,Coimbatore,,Cinchona fourth division area,10.289111,77.005889,Debris,Slide,NA
27158,TN/COI/58B15/2017/38,Tamil Nadu,Coimbatore,,Singona Tea Estate,10.290103,76.986164,Soil,Slide,NA
27159,TN/COI/58F03/2017/114,Tamil Nadu,Coimbatore,,Periya kallar,10.290417,77.008611,Debris,Slide,NA
27160,TN/ANN/58F15/2016/7,Tamil Nadu,Dindigul,,Thandikudi to Batlaguntu road,10.290756,77.77765,Debris,Slide,NA
27161,TN/COI/58F03/2017/107,Tamil Nadu,Coimbatore,,Periya kallar road,10.290861,77.008639,Rock cum debris,Slide,NA
27162,TN/COI/58F03/2017/103,Tamil Nadu,Coimbatore,,Cinchona fourth division area,10.291667,77.012639,Debris,Slide,NA
27163,TN/COI/58B15/2017/102,Tamil Nadu,Coimbatore,,Near Sholaiyar Nagar,10.293314,76.876094,Soil,Slide,NA
27164,TN/ANN/58F15/2016/6,Tamil Nadu,Dindigul,,Thandikudi to Batlaguntu road,10.293864,77.776428,Debris,Slide,NA
27165,TN/ANN/58F11/2016/26,Tamil Nadu,Dindigul,,Along the road from Kodaikanal to Palani,10.294189,77.548397,Rock,Topple,NA
27166,TN/ANN/58F15/2016/5,Tamil Nadu,Dindigul,,Thandikudi to Batlaguntu road,10.294911,77.774781,Debris,Slide,NA
27167,TN/COI/58F03/2017/104,Tamil Nadu,Coimbatore,,Cinchona fourth division area,10.295556,77.017306,Debris,Slide,NA
27168,TN/COI/58F03/2017/105,Tamil Nadu,Coimbatore,,Cinchona fourth division area,10.296417,77.017333,Rock cum debris,Slide,NA
27169,TN/COI/58B15/2017/37,Tamil Nadu,Coimbatore,,Sirukundra Tea Estate,10.297458,76.968019,Debris,Slide,NA
27170,TN/COI/58F03/2017/106,Tamil Nadu,Coimbatore,,Chinnakallar,10.298056,77.019083,Rock cum debris,Slide,NA
27171,TN/ANN/58F11/2016/29,Tamil Nadu,Dindigul,,Along the road from Kodaikanal to Palani,10.299047,77.55115,Debris,Slide,NA
27172,TN/ANN/58F11/2016/27,Tamil Nadu,Dindigul,,Along the road from Kodaikanal to Palani,10.29965,77.551875,Debris,Slide,NA
27173,TN/COI/58B15/2017/3,Tamil Nadu,Coimbatore,,Sholayar 2nd Division Tea Estate,10.300208,76.944544,Soil,Slide,NA
27174,TN/COI/58B15/2017/4,Tamil Nadu,Coimbatore,,Sholayar 2nd Division Tea Estate,10.300283,76.946444,Debris,Slide,NA
27175,TN/ANN/58F15/2016/4,Tamil Nadu,Dindigul,,Thandikudi to Batlaguntu road,10.300331,77.768722,Debris,Slide,NA
27176,TN/ANN/58F15/2016/3,Tamil Nadu,Dindigul,,Batalguntu road ( Thandikudi road to Batlaguntu),10.300608,77.769753,Debris,Slide,NA
27177,TN/COI/58F03/2017/135,Tamil Nadu,Coimbatore,,China Kallar colony,10.301,77.020722,Debris,Slide,NA
27178,TN/COI/58F03/2017/134,Tamil Nadu,Coimbatore,,China Kallar colony,10.301111,77.020861,Debris,Slide,NA
27179,TN/COI/58B15/2017/5,Tamil Nadu,Coimbatore,,Sholayar 1st Division Tea Estate,10.301278,76.949597,Rock,Fall,NA
27180,TN/COI/58B15/2017/119,Tamil Nadu,Coimbatore,,Road from Malakkaparai to Chalakudi,10.301614,76.783903,Rock,Topple,NA
27181,TN/ANN/58F11/2016/47,Tamil Nadu,Dindigul,,Periyur to Pachalur Road,10.302667,77.712683,Earth,Slide,NA
27182,TN/ANN/58F15/2016/1,Tamil Nadu,Dindigul,,Meenachi oothu to Batalguntu road,10.302983,77.757842,Debris,Slide,NA
27183,TN/ANN/58F15/2016/2,Tamil Nadu,Dindigul,,Batalguntu road ( Thandikudi road to Batlaguntu),10.30335,77.763042,Debris,Slide,NA
27184,TN/COI/58B15/2017/99,Tamil Nadu,Coimbatore,N/A,N/A,10.304078,76.867225,Rock cum debris,Slide,NA
27185,TN/COI/58B15/2017/100,Tamil Nadu,Coimbatore,,Road from Kalyanapandal to Sholaiyarnagar,10.304292,76.86725,Soil,Slide,NA
27186,TN/COI/58B15/2017/98,Tamil Nadu,Coimbatore,,Road from Murugali to Kalyanapandal,10.3056,76.8584,Debris,Slide,NA
27187,TN/COI/58B15/2017/2,Tamil Nadu,Coimbatore,,Sholayar 1st Division Tea Estate,10.305747,76.943708,Soil,Slide,NA
27188,TN/ANN/58F11/2016/28,Tamil Nadu,Dindigul,,Along the road from Kodaikanal to Palani,10.306172,77.554861,Earth,Slide,NA
27189,TN/COI/58B15/2017/1,Tamil Nadu,Coimbatore,,Sholayar 1st Division Tea Estate,10.307786,76.947572,Soil,Slide,NA
27190,TN/COI/58B15/2017/77,Tamil Nadu,Coimbatore,,Road from Vellimalai to Sirukundra,10.309331,76.978678,Debris,Slide,NA
27191,TN/COI/58B15/2017/79,Tamil Nadu,Coimbatore,,Road Korangamudi village to Monica Estate,10.309508,76.910206,Debris,Slide,NA
27192,TN/COI/58B15/2017/78,Tamil Nadu,Coimbatore,,Korangamudi village,10.309886,76.897606,Debris,Slide,NA
27193,TN/ANN/58F11/2016/30,Tamil Nadu,Dindigul,,Along the road from Kodaikanal to Palani,10.310044,77.562853,Earth,Slide,NA
27194,TN/ANN/58F11/2016/31,Tamil Nadu,Dindigul,,Road from Kodaikanal to Palani,10.311542,77.566256,Debris,Slide,NA
27195,TN/COI/58B15/2017/76,Tamil Nadu,Coimbatore,,PKT Tea Estate,10.312653,76.982281,Debris,Slide,NA
27196,TN/COI/58B15/2017/36,Tamil Nadu,Coimbatore,,West of Sholayar Dam,10.313836,76.892428,Soil,Slide,NA
27197,TN/COI/58B15/2017/35,Tamil Nadu,Coimbatore,,Road from Urulikal Village to Sholayar Dam,10.313947,76.892933,Debris,Slide,NA
27198,TN/COI/58B15/2017/75,Tamil Nadu,Coimbatore,,Vellimalai Tea Estate,10.314283,76.979111,Soil,Slide,NA
27199,TN/COI/58B15/2017/34,Tamil Nadu,Coimbatore,,Road from Urulikal Village to Sholayar Dam,10.314694,76.893206,Soil cum debris,Slide,NA
27200,TN/COI/58B15/2017/33,Tamil Nadu,Coimbatore,,Road from Urulikal Village to Sholayar Dam,10.315153,76.893475,Soil,Slide,NA
27201,TN/ANN/58F11/2016/32,Tamil Nadu,Dindigul,,"Road from Kodaikanal to Melpallam, Palani road",10.31525,77.566206,Debris,Slide,NA
27202,TN/ANN/58F11/2016/37,Tamil Nadu,Dindigul,,Road from Perumalmalai to Vadakavunji,10.315453,77.577625,Debris,Slide,NA
27203,TN/COI/58B15/2017/32,Tamil Nadu,Coimbatore,,Road from Urulikal Village to Sholayar Dam,10.316919,76.897617,Soil,Slide,NA
27204,TN/ANN/58F11/2016/33,Tamil Nadu,Dindigul,,Road from Kodaikanal to Palani ( South of Melpallam),10.317633,77.565611,Debris,Slide,NA
27205,TN/ANN/58F11/2016/34,Tamil Nadu,Dindigul,,Road from Kodaikanal to Palani ( South of Melpallam),10.318242,77.565142,Debris,Slide,NA
27206,TN/COI/58B15/2017/74,Tamil Nadu,Coimbatore,,Vellimalai Tea Estate,10.319008,76.981919,Soil,Slide,NA
27207,TN/ANN/58F11/2016/35,Tamil Nadu,Dindigul,,Road from Kodaikanal to Palani ( South of Melpallam),10.320264,77.559425,Debris,Slide,NA
27208,TN/COI/58B15/2017/97,Tamil Nadu,Coimbatore,,Sheikalmudi colony,10.320331,76.844325,Soil,Slide,NA
27209,TN/ANN/58F11/2016/36,Tamil Nadu,Dindigul,,Road from Kodaikanal to Palani ( South of Melpallam),10.321139,77.565797,Debris,Slide,NA
27210,TN/COI/58B15/2017/73,Tamil Nadu,Coimbatore,,Vellimalai Tea Estate,10.32335,76.9826,Debris,Slide,NA
27211,TN/ANN/58F11/2016/54,Tamil Nadu,Dindigul,,Road from Pachaloor to ottanchathiram,10.323417,77.566197,Earth,Slide,NA
27212,TN/COI/58F03/2017/78,Tamil Nadu,Coimbatore,,Konalar banglow to Akkamalai forest road,10.325528,77.028722,Debris,Slide,NA
27213,TN/COI/58B15/2017/72,Tamil Nadu,Coimbatore,,Vellimalai Estate,10.326347,76.984431,Debris,Slide,NA
27214,TN/COI/58F03/2017/77,Tamil Nadu,Coimbatore,,Konalar banglow to Akkamalai forest road,10.326444,77.031333,Debris,Slide,NA
27215,TN/COI/58F03/2017/76,Tamil Nadu,Coimbatore,,Konalar banglow to Akkamalai forest road,10.326639,77.031889,Debris,Slide,NA
27216,TN/COI/58F03/2017/61,Tamil Nadu,Coimbatore,,Konalar banglow to Akkamalai forest road,10.327861,77.052111,Debris,Slide,NA
27217,TN/COI/58F03/2017/75,Tamil Nadu,Coimbatore,,Konalar banglow to Akkamalai forest road,10.329167,77.036917,Debris,Slide,NA
27218,TN/COI/58B15/2017/124,Tamil Nadu,Coimbatore,,Road from Valparai to Karumala Tea Estate,10.329381,76.961111,Debris,Slide,NA
27219,TN/COI/58B15/2017/80,Tamil Nadu,Coimbatore,,Monica Estate,10.329467,76.935039,Soil,Slide,NA
27220,TN/COI/58F03/2017/74,Tamil Nadu,Coimbatore,,Konalar banglow to Akkamalai forest road,10.3295,77.037139,Debris,Slide,NA
27221,TN/COI/58F03/2017/73,Tamil Nadu,Coimbatore,,Konalar banglow to Akkamalai forest road,10.329806,77.039278,Debris,Slide,NA
27222,TN/COI/58F03/2017/79,Tamil Nadu,Coimbatore,,Konalar banglow to Akkamalai forest road,10.329944,77.021972,Debris,Slide,NA
27223,TN/COI/58F03/2017/71,Tamil Nadu,Coimbatore,,Konalar banglow to Akkamalai forest road,10.330167,77.041972,Debris,Slide,NA
27224,TN/COI/58F03/2017/72,Tamil Nadu,Coimbatore,,Konalar banglow to Akkamalai forest road,10.330444,77.039556,Debris,Slide,NA
27225,TN/COI/58F03/2017/80,Tamil Nadu,Coimbatore,,Konalar banglow to Akkamalai forest road,10.331056,77.020361,Debris,Slide,NA
27226,TN/ANN/58F11/2016/55,Tamil Nadu,Dindigul,,Road from Pachaloor to ottanchathiram,10.33165,77.563944,Rock,Slide,NA
27227,TN/COI/58F03/2017/70,Tamil Nadu,Coimbatore,,Konalar banglow to Akkamalai forest road,10.331694,77.041444,Debris,Slide,NA
27228,TN/COI/58B15/2017/6,Tamil Nadu,Coimbatore,,"Upslope of SH78, in Valparai",10.331786,76.958731,Soil,Slide,NA
27229,TN/COI/58F03/2017/62,Tamil Nadu,Coimbatore,,Konalar banglow to Akkamalai forest road,10.331972,77.047139,Debris,Slide,NA
27230,TN/COI/58F03/2017/69,Tamil Nadu,Coimbatore,,Konalar banglow to Akkamalai forest road,10.332,77.039556,Debris,Slide,NA
27231,TN/COI/58F03/2017/68,Tamil Nadu,Coimbatore,,Konalar banglow to Akkamalai forest road,10.33225,77.039278,Debris,Slide,NA
27232,TN/COI/58F03/2017/67,Tamil Nadu,Coimbatore,,Konalar banglow to Akkamalai forest road,10.332528,77.03975,Debris,Slide,NA
27233,TN/COI/58F03/2017/65,Tamil Nadu,Coimbatore,,Konalar banglow to Akkamalai forest road,10.332778,77.0435,Rock,Topple,NA
27234,TN/COI/58F03/2017/64,Tamil Nadu,Coimbatore,,Konalar banglow to Akkamalai forest road,10.332833,77.043917,Debris,Slide,NA
27235,TN/COI/58F03/2017/63,Tamil Nadu,Coimbatore,,Konalar banglow to Akkamalai forest road,10.332889,77.044333,Debris,Slide,NA
27236,TN/COI/58F03/2017/66,Tamil Nadu,Coimbatore,,Konalar banglow to Akkamalai forest road,10.332972,77.043,Debris,Slide,NA
27237,TN/COI/58B15/2017/7,Tamil Nadu,Coimbatore,,"Upslope of SH78, in Valparai",10.333422,76.9614,Soil,Slide,NA
27238,TN/ANN/58F11/2016/41,Tamil Nadu,Dindigul,,Kombaikadu to sembarankulam,10.334858,77.576389,Earth,Slide,NA
27239,TN/COI/58B15/2017/86,Tamil Nadu,Coimbatore,,Road from Valparai to Polachi (SH78),10.335672,76.962867,Soil,Slide,NA
27240,TN/ANN/58F11/2016/42,Tamil Nadu,Dindigul,,Kombaikadu to sembarankulam,10.336119,77.578139,Debris,Slide,NA
27241,TN/COI/58B15/2017/30,Tamil Nadu,Coimbatore,,Near Periyar Nagar,10.340708,76.912872,Soil,Slide,NA
27242,TN/ANN/58F15/2016/9,Tamil Nadu,Dindigul,,Melpallam to Savarikadu road,10.340856,77.572733,Debris,Slide,NA
27243,TN/COI/58B15/2017/31,Tamil Nadu,Coimbatore,,Near Urulikal Village,10.340994,76.911064,Soil,Slide,NA
27244,TN/COI/58B15/2017/120,Tamil Nadu,Coimbatore,,"Near forest check post, Urulikkal",10.341633,76.903489,Soil,Slide,NA
27245,TN/COI/58B15/2017/28,Tamil Nadu,Coimbatore,,Road from Varatuparai village to Periyar Nagar,10.342139,76.916631,Soil,Slide,NA
27246,TN/COI/58B15/2017/29,Tamil Nadu,Coimbatore,,Road from Varatuparai village to Periyar Nagar,10.342422,76.916044,Rock cum debris,Slide,NA
27247,TN/COI/58B15/2017/26,Tamil Nadu,Coimbatore,,Road from Sholayar dam to Varatuparai,10.342442,76.918139,Debris,Slide,NA
27248,TN/COI/58B15/2017/121,Tamil Nadu,Coimbatore,,"Road from forest check post, Urulikkal to Manamboli Power house (TNEB)",10.342506,76.903153,Soil,Slide,NA
27249,TN/COI/58B15/2017/27,Tamil Nadu,Coimbatore,,Varatuparai village,10.342689,76.918153,Soil,Slide,NA
27250,TN/ANN/58F11/2016/38,Tamil Nadu,Dindigul,,Melpallam to Savarikadu road,10.343769,77.574058,Debris,Slide,NA
27251,TN/ANN/58F11/2016/39,Tamil Nadu,Dindigul,,Melpallam to Savarikadu road,10.346594,77.574575,Rock,Fall,NA
27252,TN/ANN/58F15/2016/17,Tamil Nadu,Dindigul,,Pandrimalai to Dharumathupatti,10.348139,77.781022,Earth,Slide,NA
27253,TN/ANN/58F11/2016/40,Tamil Nadu,Dindigul,,Kombaikadu to sembarankulam,10.349056,77.574342,Earth,Slide,NA
27254,TN/COI/58B15/2017/19,Tamil Nadu,Coimbatore,,Karumalai Estate,10.3496,76.997897,Soil,Slide,NA
27255,TN/COI/58B15/2017/21,Tamil Nadu,Coimbatore,,Road from Old Valparai to Varatuparai,10.34985,76.934947,Rock,Fall,NA
27256,TN/COI/58B15/2017/20,Tamil Nadu,Coimbatore,,Road from Old Valparai to Varatuparai,10.350047,76.935408,Soil,Slide,NA
27257,TN/COI/58B15/2017/22,Tamil Nadu,Coimbatore,,Road from Old Valparai to Varatuparai,10.350214,76.935136,Soil,Slide,NA
27258,TN/ANN/58F15/2016/16,Tamil Nadu,Dindigul,,Pandrimalai to Dharumathupatti,10.350692,77.778092,Earth,Slide,NA
27259,TN/COI/58B15/2017/123,Tamil Nadu,Coimbatore,,"Road from forest check post, Urulikkal to Manamboli Power house (TNEB)",10.350936,76.897556,Soil,Slide,NA
27260,TN/COI/58B15/2017/23,Tamil Nadu,Coimbatore,,Road from Old Valparai to Varatuparai,10.35105,76.935903,Soil,Slide,NA
27261,TN/COI/58B15/2017/122,Tamil Nadu,Coimbatore,,"Road from forest check post, Urulikkal to Manamboli Power house (TNEB)",10.351622,76.898169,Debris,Slide,NA
27262,TN/COI/58B15/2017/24,Tamil Nadu,Coimbatore,,Road from Old Valparai to Varatuparai,10.351717,76.936442,Debris,Slide,NA
27263,TN/COI/58B15/2017/13,Tamil Nadu,Coimbatore,,Lower Paralai Estate,10.351944,76.966111,Soil,Slide,NA
27264,TN/COI/58B15/2017/25,Tamil Nadu,Coimbatore,,Road from Old Valparai to Varatuparai,10.352011,76.936617,Debris,Slide,NA
27265,TN/ANN/58F15/2016/15,Tamil Nadu,Dindigul,,Pandrimalai to Dharumathupatti,10.352294,77.774639,Debris,Slide,NA
27266,TN/ANN/58F11/2016/57,Tamil Nadu,Dindigul,,Road from Savarikadu to Palani,10.352725,77.573764,Debris,Slide,NA
27267,TN/COI/58B15/2017/18,Tamil Nadu,Coimbatore,,Karumalai Estate,10.352997,76.999106,Soil,Subsidence,NA
27268,TN/ANN/58F11/2016/58,Tamil Nadu,Dindigul,,Road from Savarikadu to Palani,10.353233,77.572361,Debris,Slide,NA
27269,TN/COI/58F03/2017/59,Tamil Nadu,Coimbatore,,Right bank of Chinnar river Kodandur,10.353306,77.185528,Rock cum debris,Slide,NA
27270,TN/COI/58F03/2017/60,Tamil Nadu,Coimbatore,,Right bank of Chinnar river,10.353361,77.216706,Rock cum debris,Slide,NA
27271,TN/ANN/58F11/2016/43,Tamil Nadu,Dindigul,,Kombaikadu to sembarankulam,10.354106,77.593025,Earth,Slide,NA
27272,TN/COI/58B15/2017/8,Tamil Nadu,Coimbatore,,"Upslope of SH78, Iyerpadi Estate",10.354333,76.972683,Soil,Slide,NA
27273,TN/COI/58B15/2017/9,Tamil Nadu,Coimbatore,,"Upslope of SH78, Iyerpadi Estate",10.354714,76.972575,Soil,Slide,NA
27274,TN/COI/58B15/2017/12,Tamil Nadu,Coimbatore,,Lower Paralai Estate,10.354944,76.963183,Soil,Slide,NA
27275,TN/COI/58B15/2017/10,Tamil Nadu,Coimbatore,,"Upslope of SH78, Iyerpadi Estate",10.355561,76.972572,Soil,Slide,NA
27276,TN/COI/58B15/2017/11,Tamil Nadu,Coimbatore,,"Upslope of SH78, Iyerpadi Estate",10.356444,76.972536,Soil,Slide,NA
27277,TN/COI/58B15/2017/85,Tamil Nadu,Coimbatore,,Lower Paralai Estate,10.356811,76.960642,Soil,Slide,NA
27278,TN/COI/58B15/2017/84,Tamil Nadu,Coimbatore,,Lower Paralai Estate,10.357117,76.960231,Soil,Slide,NA
27279,TN/ANN/58F11/2016/59,Tamil Nadu,Dindigul,,Road from Savarikadu to Palani,10.358003,77.556419,Earth,Slide,NA
27280,TN/ANN/58F15/2016/14,Tamil Nadu,Dindigul,,Pandrimalai to Dharumathupatti,10.359469,77.769122,Earth,Slide,NA
27281,TN/COI/58F03/2017/56,Tamil Nadu,Coimbatore,,Kodandur village,10.360361,77.184222,Rock cum debris,Slide,NA
27282,TN/COI/58B15/2017/16,Tamil Nadu,Coimbatore,,Iyerpadi 1st Division Tea Estate (near JE binglow),10.360675,76.994706,Soil,Slide,NA
27283,TN/ANN/58F11/2016/64,Tamil Nadu,Dindigul,,Road from Savarikadu to Palani,10.3608,77.528139,Rock,Slide,NA
27284,TN/ANN/58F11/2016/56,Tamil Nadu,Dindigul,,Road from Savarikadu to Palani,10.361656,77.533794,Debris,Slide,NA
27285,TN/ANN/58F11/2016/63,Tamil Nadu,Dindigul,,Road from Savarikadu to Palani,10.361797,77.535025,Rock,Slide,NA
27286,TN/ANN/58F11/2016/65,Tamil Nadu,Dindigul,,Road from Savarikadu to Palani,10.362906,77.529744,Debris,Slide,NA
27287,TN/COI/58B15/2017/14,Tamil Nadu,Coimbatore,,Iyerpadi 2nd Division Tea Estate,10.363356,76.981175,Soil,Slide,NA
27288,TN/COI/58B15/2017/17,Tamil Nadu,Coimbatore,,Iyerpadi 1st Division Tea Estate (near JE binglow),10.363389,76.995825,Soil,Subsidence,NA
27289,TN/ANN/58F11/2016/62,Tamil Nadu,Dindigul,,Road from Savarikadu to Palani,10.363467,77.539144,Earth,Slide,NA
27290,TN/ANN/58F15/2016/10,Tamil Nadu,Dindigul,,Pandrimalai to Dharumathupatti,10.363958,77.757472,Debris,Slide,NA
27291,TN/ANN/58F11/2016/46,Tamil Nadu,Dindigul,,Melpallam to Palani Road,10.364092,77.530231,Debris,Slide,NA
27292,TN/ANN/58F11/2016/44,Tamil Nadu,Dindigul,,North of Savrikadu village,10.364186,77.547044,Debris,Slide,NA
27293,TN/ANN/58F11/2016/61,Tamil Nadu,Dindigul,,Road from Savarikadu to Palani,10.364683,77.539483,Debris,Slide,NA
27294,TN/COI/58B15/2017/15,Tamil Nadu,Coimbatore,,Iyerpadi 1st Division Tea Estate,10.365706,76.99165,Soil,Subsidence,NA
27295,TN/COI/58B15/2017/83,Tamil Nadu,Coimbatore,,Velloni Estate,10.3659,76.9478,Debris,Slide,NA
27296,TN/COI/58B15/2017/82,Tamil Nadu,Coimbatore,,Velloni Estate,10.3667,76.9515,Debris,Slide,NA
27297,TN/COI/58B15/2017/81,Tamil Nadu,Coimbatore,,Velloni Estate,10.3669,76.9514,Debris,Slide,NA
27298,TN/ANN/58F11/2016/48,Tamil Nadu,Dindigul,,Pachalur to Sembarankulam,10.367647,77.631219,Earth,Slide,NA
27299,TN/ANN/58F11/2016/60,Tamil Nadu,Dindigul,,Road from Savarikadu to Palani,10.367658,77.539,Earth,Slide,NA
27300,TN/ANN/58F15/2016/11,Tamil Nadu,Dindigul,,Pandrimalai to Dharumathupatti,10.367822,77.756367,Debris,Slide,NA
27301,TN/ANN/58F11/2016/45,Tamil Nadu,Dindigul,,Savrikadu to Palani Road,10.367825,77.538181,Debris,Slide,NA
27302,TN/COI/58B15/2017/67,Tamil Nadu,Coimbatore,,"Upslope of SH78, H.P.B no. 38/40",10.368411,76.99395,Soil,Slide,NA
27303,TN/COI/58B15/2017/68,Tamil Nadu,Coimbatore,,"Upslope of SH78, H.P.B no. 38/40",10.36865,76.992614,Soil,Slide,NA
27304,TN/ANN/58F15/2016/12,Tamil Nadu,Dindigul,,Pandrimalai to Dharumathupatti,10.369194,77.753939,Debris,Slide,NA
27305,TN/COI/58B15/2017/66,Tamil Nadu,Coimbatore,,Upslope of SH78,10.369325,76.992967,Soil,Slide,NA
27306,TN/COI/58B15/2017/65,Tamil Nadu,Coimbatore,,Upslope of SH78,10.371014,76.994111,Soil,Slide,NA
27307,TN/COI/58B15/2017/64,Tamil Nadu,Coimbatore,,Upslope of SH78,10.371364,76.994128,Soil,Slide,NA
27308,TN/ANN/58F15/2016/13,Tamil Nadu,Dindigul,,Pandrimalai to Dharumathupatti,10.371556,77.751583,Earth,Slide,NA
27309,TN/COI/58B15/2017/63,Tamil Nadu,Coimbatore,,Upslope of SH78,10.371606,76.994097,Soil,Slide,NA
27310,TN/COI/58B15/2017/62,Tamil Nadu,Coimbatore,,Upslope of SH78,10.378392,76.997217,Debris,Slide,NA
27311,TN/COI/58B15/2017/61,Tamil Nadu,Coimbatore,,Upslope of SH78,10.380053,76.997308,Debris,Slide,NA
27312,TN/COI/58F03/2017/139,Tamil Nadu,Coimbatore,,Pannikuli village,10.382806,77.049389,Debris,Slide,NA
27313,TN/COI/58B15/2017/60,Tamil Nadu,Coimbatore,,Upslope of SH78,10.383017,76.997128,Debris,Slide,NA
27314,TN/COI/58B15/2017/59,Tamil Nadu,Coimbatore,,Upslope of SH78,10.383186,76.997114,Soil,Slide,NA
27315,TN/ANN/58F15/2016/18,Tamil Nadu,Dindigul,,Road from Pachaloor to ottanchathiram,10.383917,77.662003,Debris,Slide,NA
27316,TN/COI/58B15/2017/55,Tamil Nadu,Coimbatore,,Thalanar Tea Estate,10.383942,76.988792,Debris,Slide,NA
