sl_no,slide_no,state,district,slide_name,nh_sh_location,latitude,longitude,material_involved,movement_type,history
27708,TN/NIL/58A15/2015-16/205,Tamil Nadu,Nilgiri,,Perar to Kattabettu PC:No:12/2,11.409086,76.769849,Debris,Slide,NA
27709,TN/NIL/58A15/2015-16/206,Tamil Nadu,Nilgiri,,Perar to Kattabettu PC:No:12/2,11.409364,76.772626,Debris,Slide,NA
27710,TN/NIL/58A15/2015-16/255,Tamil Nadu,Nilgiri,,Robroy Tea Estate,11.409444,76.880833,Debris,Slide,NA
27711,TN/NIL/58A11/2015-16/67,Tamil Nadu,Nilgiri,,Mukurthi Dam,11.410278,76.565833,Earth,Slide,NA
27712,TN/NIL/58A15/2015-16/261,Tamil Nadu,Nilgiri,,Kattabettu road junction,11.410833,76.813889,Debris,Slide,NA
27713,TN/NIL/58A11/2015-16/22,Tamil Nadu,Nilgiri,,Anger Board Tea Estate towards Anikalmund,11.411389,76.6275,Earth,Subsidence,NA
27714,TN/NIL/58A15/2015-16/260,Tamil Nadu,Nilgiri,,Ambedkar Nagar,11.411389,76.814722,Debris,Slide,NA
27715,TN/NIL/58A15/2015-16/208,Tamil Nadu,Nilgiri,,Perar to Kattabettu SC:13/2,11.411586,76.777349,Debris,Slide,NA
27716,TN/NIL/58A11/2015-16/16,Tamil Nadu,Nilgiri,,"PC.No.: 4/4, Dodabetta towards Kodapamund",11.4125,76.726389,Earth,Slide,NA
27717,TN/NIL/58A15/2015-16/214,Tamil Nadu,Nilgiri,,"Ambedkar Nagar,Perar to Kattabettu-MS.No: 16",11.413253,76.79596,Debris,Slide,NA
27718,TN/NIL/58A15/2015-16/209,Tamil Nadu,Nilgiri,,Perar to Kattabettu PC:No:13/7,11.413809,76.77846,Debris,Slide,NA
27719,TN/NIL/58A15/2015-16/262,Tamil Nadu,Nilgiri,,"Kattabettu, Kotagiri",11.413889,76.816667,Debris,Slide,NA
27720,TN/NIL/58A15/2015-16/210,Tamil Nadu,Nilgiri,,Perar to Kattabettu PC:No:13/11,11.414364,76.78096,Debris,Slide,NA
27721,TN/NIL/58A15/2015-16/212,Tamil Nadu,Nilgiri,,Perar to Kattabettu HPB:3/7,11.414642,76.786515,Earth,Slide,NA
27722,TN/NIL/58A15/2015-16/211,Tamil Nadu,Nilgiri,,Perar to Kattabettu HPB:2/7,11.41492,76.788738,Debris,Slide,NA
27723,TN/NIL/58A15/2015-16/216,Tamil Nadu,Nilgiri,,"Perar to Kattabettu, PC.No:16",11.41492,76.792626,Debris,Slide,NA
27724,TN/NIL/58A15/2015-16/190,Tamil Nadu,Nilgiri,,Kattabettu to Iduhatti,11.415,76.809444,Debris,Slide,NA
27725,TN/NIL/58A11/2015-16/9,Tamil Nadu,Nilgiri,,SC.no: 4/7 Kodapamund towards Dodabetta,11.415556,76.744167,Debris,Slide,NA
27726,TN/NIL/58A15/2015-16/213,Tamil Nadu,Nilgiri,,Perar to Kattabettu PC:No:15/8,11.415753,76.789571,Debris,Slide,NA
27727,TN/NIL/58A15/2015-16/215,Tamil Nadu,Nilgiri,,"Ambedkar nagar, Perar to Kattabettu,MS.No:16",11.416586,76.796238,Debris,Slide,NA
27728,TN/NIL/58A11/2015-16/8,Tamil Nadu,Nilgiri,,Ambedkar colony,11.4175,76.722778,Debris,Slide,NA
27729,TN/NIL/58A11/2015-16/12,Tamil Nadu,Nilgiri,,Butter Kombai Tea Estate,11.418889,76.740833,Debris,Slide,NA
27730,TN/NIL/58A11/2015-16/7,Tamil Nadu,Nilgiri,,Ambedkar Colony,11.419444,76.720833,Debris,Slide,NA
27731,TN/NIL/58A11/2015-16/13,Tamil Nadu,Nilgiri,,Kunthachappa village,11.420556,76.830278,Debris,Subsidence,NA
27732,TN/NIL/58A15/2015-16/194,Tamil Nadu,Nilgiri,,Tummanhatti village,11.425,76.780556,Debris,Slide,NA
27733,TN/NIL/58A11/2015-16/69,Tamil Nadu,Nilgiri,,Pykara towards Angerboard Tea Estate,11.425556,76.6275,Earth,Slide,NA
27734,TN/NIL/58A15/2015-16/195,Tamil Nadu,Nilgiri,,Approx. 3 km South East of Tummanhatti village,11.425556,76.779167,Debris,Slide,NA
27735,TN/NIL/58A11/2015-16/68,Tamil Nadu,Nilgiri,,Pykara towards Angerboard Tea Estate,11.428333,76.628333,Earth,Slide,NA
27736,TN/NIL/58A11/2015-16/2,Tamil Nadu,Nilgiri,,Near Watts Gate,11.431389,76.74475,Debris,Slide,NA
27737,TN/NIL/58A11/2015-16/14,Tamil Nadu,Nilgiri,,"300 m from HPB no: 9, Nehruji Nagar towards Kendor",11.432222,76.738889,Debris,Slide,NA
27738,TN/NIL/58A11/2015-16/15,Tamil Nadu,Nilgiri,,"Culvert no. 4/6, Karadi Kombai",11.435833,76.742222,Debris,Slide,NA
27739,TN/NIL/58A15/2015-16/235,Tamil Nadu,Nilgiri,,"Pipe culvert no. +, Pudur village",11.436944,76.885556,Debris,Slide,NA
27740,TN/NIL/58A15/2015-16/191,Tamil Nadu,Nilgiri,,Kattabettu to Iduhatti (Kudumanai village),11.437222,76.8,Debris,Subsidence,NA
27741,TN/NIL/58A11/2015-16/1,Tamil Nadu,Nilgiri,,Kendorai village,11.438889,76.747778,Debris,Slide,NA
27742,TN/NIL/58A15/2015-16/192,Tamil Nadu,Nilgiri,,Banhatti bus stop,11.44,76.800833,Debris,Subsidence,NA
27743,TN/NIL/58A15/2015-16/196,Tamil Nadu,Nilgiri,,Milinethi Village,11.442778,76.873611,Debris,Slide,NA
27744,TN/NIL/58A11/2015-16/3,Tamil Nadu,Nilgiri,,Balani Village - 2 Km from Tuneri road junction,11.445556,76.744444,Debris,Slide,NA
27745,TN/NIL/58A15/2015-16/203,Tamil Nadu,Nilgiri,,"Hair Pin Bend no. 3/10, Gudakkalhalla to Sholur M",11.4475,76.900556,Debris,Slide,NA
27746,TN/NIL/58A15/2015-16/204,Tamil Nadu,Nilgiri,,Gudakkalhatti to Sholur Mattam,11.450278,76.904167,Debris,Subsidence,NA
27747,TN/NIL/58A15/2015-16/207,Tamil Nadu,Nilgiri,,Perar to Kattabettu,11.450278,76.904167,Debris,Subsidence,NA
27748,TN/NIL/58A11/2015-16/19,Tamil Nadu,Nilgiri,,Somardale Tea Estate,11.452778,76.641667,Debris,Slide,NA
27749,TN/NIL/58A15/2015-16/193,Tamil Nadu,Nilgiri,,"Kendorai to Tuneri, MS.No:13/6",11.453056,76.757222,Debris,Slide,NA
27750,TN/NIL/58A11/2015-16/20,Tamil Nadu,Nilgiri,,Somardale Tea Estate,11.454167,76.645,Earth,Slide,NA
27751,TN/NIL/58A11/2015-16/6,Tamil Nadu,Nilgiri,,Anikorai Village,11.454444,76.765556,Debris,Subsidence,NA
27752,TN/NIL/58A11/2015-16/21,Tamil Nadu,Nilgiri,,Somardale Tea Estate,11.454722,76.646111,Debris,Slide,NA
27753,TN/NIL/58A11/2015-16/18,Tamil Nadu,Nilgiri,,Alagarmalai village,11.455278,76.678056,Earth,Slide,NA
27754,TN/NIL/58A11/2015-16/17,Tamil Nadu,Nilgiri,,Alagarmalai,11.457222,76.678056,Debris,Slide,NA
27755,TN/NIL/58A11/2015-16/41,Tamil Nadu,Nilgiri,,"Indra Nagar, Hunumapuram towards Indra Nagar.",11.4625,76.583889,Earth,Slide,NA
27756,TN/NIL/58A11/2015-16/42,Tamil Nadu,Nilgiri,,1 Km West of Indra Nagar.,11.466111,76.577778,Debris,Slide,NA
27757,TN/NIL/58A11/2015-16/43,Tamil Nadu,Nilgiri,,Indra Nagar to Gudalur road,11.4675,76.575,Debris,Slide,NA
27758,TN/NIL/58A07/2015-16/202,Tamil Nadu,Nilgiri,,"Nadugani village, towards Devala",11.469722,76.4125,Debris,Slide,NA
27759,TN/NIL/58A07/2015-16/198,Tamil Nadu,Nilgiri,,"Cut stone culvert no. 116/4, Devala to Pandalur",11.475556,76.358333,Debris,Slide,NA
27760,TN/NIL/58A06/2020/22,Tamil Nadu,Nilgiri,Pandalur road slide,Road towards Pandalur,11.48,76.36,Debris,Slide,NA
27761,TN/NIL/58A07/2015-16/201,Tamil Nadu,Nilgiri,,Road towards Pandiar Tea Estate,11.484167,76.441667,Debris,Slide,NA
27762,TN/NIL/58A15/2015-16/197,Tamil Nadu,Nilgiri,,Near Sundatti village,11.494167,76.885,Debris,Slide,NA
27763,TN/NIL/58A07/2015-16/200,Tamil Nadu,Nilgiri,,Coomamalai village,11.495833,76.360556,Debris,Subsidence,NA
27764,TN/NIL/58A07/2015-16/199,Tamil Nadu,Nilgiri,,Caroline Tea Estate,11.498056,76.334167,Debris,Slide,NA
27765,TN/NIL/58A10/2016/1,Tamil Nadu,Nilgiri,,Near Hukkar Village,11.500222,76.585917,Debris,Slide,NA
27766,TN/NIL/58A06/2020/20,Tamil Nadu,Nilgiri,Cherambadi debris slide,Near Cherambadi,11.51,76.28,Debris,Slide,2020
27767,TN/NIL/58A06/2020/21,Tamil Nadu,Nilgiri,,Near Cherangode,11.51,76.3,Debris,Slide,NA
27768,TN/NIL/58A06/2020/23,Tamil Nadu,Nilgiri,,Road towards Cherambadi,11.51,76.32,Debris,Slide,NA
27769,TN/NIL/58A06/2020/24,Tamil Nadu,Nilgiri,Cherambadi road debris flow,Road towards Cherambadi,11.51,76.32,Debris,Flow,NA
27770,TN/NIL/58A06/2020/25,Tamil Nadu,Nilgiri,,Cherangode,11.51,76.31,Debris,Slide,NA
27771,TN/NIL/58A06/2020/26,Tamil Nadu,Nilgiri,Cherangode tea estate slide,Cherangode tea estate,11.51,76.32,Debris,Slide,NA
27772,TN/NIL/58A06/2020/27,Tamil Nadu,Nilgiri,Cherangode tea Cut slope,Cherangode tea estate,11.51,76.32,Debris,Slide,NA
27773,TN/NIL/58A06/2020/28,Tamil Nadu,Nilgiri,Cherangode tea Cut slope,Cherangode tea estate,11.51,76.33,Debris,Slide,NA
27774,TN/NIL/58A06/2020/2,Tamil Nadu,Nilgiri,,Road from Gudalur to Theppakadu,11.52,76.5,Debris,Slide,NA
27775,TN/NIL/58A06/2020/3,Tamil Nadu,Nilgiri,,Road from Gudalur to Devarshola,11.53,76.47,Debris,Slide,NA
27776,TN/NIL/58A06/2020/4,Tamil Nadu,Nilgiri,,Road from Gudalur to Devarshola,11.53,76.47,Debris,Slide,NA
27777,TN/NIL/58A06/2020/5,Tamil Nadu,Nilgiri,,Mathukutti tea estate,11.53,76.47,Debris,Slide,NA
27778,TN/NIL/58A06/2020/6,Tamil Nadu,Nilgiri,,Mathukutti tea estate,11.53,76.47,Debris,Slide,NA
27779,TN/NIL/58A06/2020/7,Tamil Nadu,Nilgiri,,Pandanthorai,11.53,76.47,Debris,Slide,2019
27780,TN/NIL/58A06/2020/8,Tamil Nadu,Nilgiri,,Road from Pandanthorai to Devarshola,11.53,76.46,Debris,Slide,NA
27781,TN/NIL/58A06/2020/9,Tamil Nadu,Nilgiri,Devarsholai road debris slide1,Road from Pandanthorai to Devarshola,11.53,76.46,Debris,Slide,NA
27782,TN/NIL/58A06/2020/17,Tamil Nadu,Nilgiri,Sulthan Bathery road debris slide,Road from Nellakottai to Kariyashola,11.53,76.4,Debris,Slide,NA
27783,TN/NIL/58A06/2020/18,Tamil Nadu,Nilgiri,,Sulthan Bathery road,11.53,76.4,Debris,Slide,NA
27784,TN/NIL/58A06/2020/19,Tamil Nadu,Nilgiri,,Near Cherambadi,11.53,76.26,Debris,Slide,NA
27785,TN/NIL/58A06/2020/1,Tamil Nadu,Nilgiri,,Road from Pandanthorai to Mukkur,11.54,76.48,Debris,Slide,NA
27786,TN/NIL/58A06/2020/13,Tamil Nadu,Nilgiri,Devarsholai road debris slide2,Road from Nellakottai to Kariyashola,11.54,76.41,Debris,Slide,2019
27787,TN/NIL/58A06/2020/14,Tamil Nadu,Nilgiri,,Road from Nellakottai to Kariyashola,11.54,76.41,Debris,Slide,NA
27788,TN/NIL/58A06/2020/15,Tamil Nadu,Nilgiri,,Road from Nellakottai to Kariyashola,11.54,76.41,Debris,Slide,NA
27789,TN/NIL/58A06/2020/16,Tamil Nadu,Nilgiri,,Road from Nellakottai to Kariyashola,11.54,76.41,Debris,Slide,NA
27790,TN/NIL/58A06/2020/10,Tamil Nadu,Nilgiri,Nellakottai Cut slope,"Road from Pandanthorai to Devarshola, near Nellakottai",11.55,76.43,Debris,Slide,NA
27791,TN/NIL/58A06/2020/11,Tamil Nadu,Nilgiri,Nellakottai stream bank failure,Nelakottai,11.55,76.43,Debris,Slide,NA
27792,TN/NIL/58A06/2020/12,Tamil Nadu,Nilgiri,,Road from Nellakottai to Kariyashola,11.55,76.41,Debris,Slide,NA
27793,TN/CBE/58B15/2024/01,Tamil Nadu,Coimbatore,Pollachi-Valparai-Road-16th hairpin bend/35/6,SH-78,10.447257,76.984351,Rock,Slide,19 May 2024
27794,TN/CBE/58B15/2024/02,Tamil Nadu,Coimbatore,Pollachi-Valparai-Road-31/8,SH-78,10.451245,76.981973,Debris,Slide,19 May 2024
27795,TN/CBE/58B15/2024/03,Tamil Nadu,Coimbatore,Pollachi-Valparai-Road-31/4,SH-78,10.451802,76.981495,Debris,Slide,19 May 2024
27796,TN/CBE/58B15/2024/04,Tamil Nadu,Coimbatore,Pollachi-Valparai-Road-29/10,SH-78,10.450891,76.976945,Debris,Slide,19 May 2024
27797,TN/CBE/58B15/2024/05,Tamil Nadu,Coimbatore,Pollachi-Valparai-Road-30/8,SH-78,10.449755,76.976183,Rock,Slide,19 May 2024
27798,TN/CBE/58B15/2024/06,Tamil Nadu,Coimbatore,Pollachi-Valparai-Road-31/2,SH-78,10.450355,76.979802,Rock,Slide,19 May 2024
27799,TN/CBE/58B15/2024/07,Tamil Nadu,Coimbatore,Pollachi-Valparai-Road-31/2,SH-78,10.450497,76.97869,Rock,Slide,19 May 2024
27800,TN/CBE/58B15/2024/08,Tamil Nadu,Coimbatore,Pollachi-Valparai-Road-31/2,SH-78,10.450672,76.98034,Debris,Slide,19 May 2024
27801,TN/CBE/58B15/2024/09,Tamil Nadu,Coimbatore,Pollachi-Valparai-Road-27th hairpin bend-40/6,SH-78,10.431505,76.98407,Rock,Slide,19 May 2024
27802,TN/NIL/58A7/2024/10,Tamil Nadu,Nilgiri,Gudalur GH slide,"NH-181, Gudalur Government hospital",11.4921,76.4997,Earth,Slide,26 June 2024
27803,TN/NIL/58A11/2024/11,Tamil Nadu,Nilgiri,Ooty-Gudalur Road-NH-181,NH-181,11.49052,76.527422,Debris,slide,29 August 2024
27804,TN/NIL/58A11/2024/12,Tamil Nadu,Nilgiri,Ooty-Gudalur Road-NH-181,NH-181,11.490697,76.532657,Debris,slide,29 August 2024
27805,TN/NIL/58A11/2024/13,Tamil Nadu,Nilgiri,Gandhipettai,MDR,11.3645,76.705615,Earth,Slide,16 July 2024
27806,TN/NIL/58A11/2024/14,Tamil Nadu,Nilgiri,Appukudu,MDR,11.359923,76.667,Debris,slide,16 July 2024
27807,TN/NIL/58A11/2024/15,Tamil Nadu,Nilgiri,Emerald,Ooty-kundah road,11.327553,76.6317,Earth,Slide,19 July 2024
27808,TN/NIL/58A11/2024/16,Tamil Nadu,Nilgiri,Ithalar,Ooty-kundah road,11.34204,76.63419,Earth,Slide,19 July 2024
27809,7152,Tamil Nadu,Nilgiri,NULL,NULL,11.347369,76.789377,Debris,Slide,1 January 2026
27810,7150,Tamil Nadu,Nilgiri,NULL,NULL,11.344605,76.792407,Debris,Slide,1 January 2026 at 05.00hrs
27811,7154,Tamil Nadu,Nilgiri,NULL,NULL,11.349663,76.788382,Debris,Slide,1 January 2026
27812,7156,Tamil Nadu,Nilgiri,NULL,NULL,11.352623,76.786392,Debris,Slide,1 January 2026 at 01.30hrs
27813,7176,Tamil Nadu,Nilgiri,NULL,NULL,11.346408,76.798896,Debris,Slide,1 January 2026 at 2.30hrs
27814,TN/NIL/58A11/2025/1,Tamil Nadu,Nilgiri,NIL-1,Basavakkal Nanjanadu 2 village Ooty taluk,11.39636111,76.65091667,Earth,subsidence,27 May 2025
27815,TN/NIL/58A11/2025/2,Tamil Nadu,Nilgiri,NIL-2,Anbu Anna colony,11.38372222,76.69333333,earth,Slide,25 May 2025
27816,TN/NIL/58A11/2025/3,Tamil Nadu,Nilgiri,NIL-3,Masinagudi-Ooty Road,11.48652778,76.68563889,Rock,Fall,26 May 2025
27817,TN/NIL/58A11/2025/4,Tamil Nadu,Nilgiri,NIL-4,Masinagudi-Ooty Road,11.48583333,76.68605556,Rock,Fall,26 May 2025
27818,TN/NIL/58A11/2025/5,Tamil Nadu,Nilgiri,NIL-5,"Ithalar, Bembatty",11.33669444,76.64225,Earth,Slide,26 May 2025
27819,TN/NIL/58A11/2025/6,Tamil Nadu,Nilgiri,NIL-6,Ithalar hatty,11.34302778,76.63919444,Earth,Slide,30 July 2024
27820,TN/NIL/58A11/2025/7,Tamil Nadu,Nilgiri,NIL-7,Emerald Sathya Nagar,11.32233333,76.62216667,Earth,Slide,25 May 2025
27821,TN/NIL/58A11/2025/8,Tamil Nadu,Nilgiri,NIL-8,Lawrence Avalanche junction Emerald,11.31261111,76.62380556,Earth,Slide,26 May 2025
27822,TN/NIL/58A11/2025/9,Tamil Nadu,Nilgiri,NIL-9,Near Mukkimalai hairpin bend no. 14,11.29147222,76.64566667,Earth,slide,26 May 2025
27823,TN/NIL/58A11/2025/10,Tamil Nadu,Nilgiri,NIL-10,Pannimedu Kundah Palam – 1,11.28111111,76.64833333,soil,Slide,26 May 2025
27824,TN/NIL/58A11/2025/11,Tamil Nadu,Nilgiri,NIL-11,Pannimedu Kundah Palam – 2,11.28091667,76.648,Debris,Slide,26 May 2025
27825,TN/NIL/58A11/2025/12,Tamil Nadu,Nilgiri,NIL-12,Pannimedu Kundah Palam – 3,11.28088889,76.64761111,Debris,Slide,26 May 2025
27826,TN/NIL/58A11/2025/13,Tamil Nadu,Nilgiri,NIL-13,"Pannimedu Colony, Kundah Palam – 4",11.28072222,76.64813889,Soil,Slide,26 May 2025
27827,TN/NIL/58A11/2025/14,Tamil Nadu,Nilgiri,NIL-14,"Cheranur, Kil Kudah-2, Mariamman temple",11.25669444,76.62744444,Debris,Slide,26 May 2025
27828,TN/NIL/58A12/2025/15,Tamil Nadu,Nilgiri,NIL-15,"Mel Kundah, Thiashola - Kinnakorai road",11.21705556,76.60447222,Debris,Slide,26 May 2025
27829,TN/NIL/58A11/2025/16,Tamil Nadu,Nilgiri,NIL-16,Gudalur Ooty road (Naduvattam),11.49063889,76.52758333,Debris,Slide,26 May 2025
27830,TN/NIL/58A2/2025/17,Tamil Nadu,Nilgiri,NIL-17,Cholady near cherambadi,11.52344444,76.24775,Earth,Slide,25 May 2025
27831,TN/NIL/58A2/2025/18,Tamil Nadu,Nilgiri,NIL-18,Cholady near cherambadi,11.52475,76.24763889,Debris,Slide,26 May 2025
27832,TN/NIL/58A7/2025/19,Tamil Nadu,Nilgiri,NIL-19,O-Valley-2 Sea forth village,11.42786111,76.45422222,Earth,Slide,2017
27833,TN/NIL/58A7/2025/20,Tamil Nadu,Nilgiri,NIL-20,"Seapuram, O’ Valley",11.42336111,76.46347222,Rock,Fall,3 July 2024
27834,TN/NIL/58A15/2025/1,Tamil Nadu,Nilgiri,ONR-1,Near DSP. Office mount pleasant road,11.3426,76.7901,Debris,Slide,17 October 2025
27835,TN/NIL/58A15/2025/2,Tamil Nadu,Nilgiri,ONR-2,Near Palavasi petrol bunk,11.3494,76.7872,Debris,Slide,14 October 2025
27836,TN/NIL/58A15/2025/3,Tamil Nadu,Nilgiri,ONR-3,Coonoor to Ooty road near Coonoor town,11.3494,76.7959,Earth,Slide,19 October 2025
27837,TN/NIL/58A15/2025/4,Tamil Nadu,Nilgiri,ONR-4,Udhagai to Coonoor road Near Aruvankad,11.3533,76.785,Debris,Slide,21 October 2025
27838,TN/NIL/58A15/2025/5,Tamil Nadu,Nilgiri,ONR-5,Coonoor to Udhagai road,11.359,76.7817,Rock and Debris,Fall near the head and crown and slide at body and toe of the slide,22 October 2025
27839,TN/NIL/58A15/2025/6,Tamil Nadu,Nilgiri,ONR-6,TTK Road,11.3445,76.7924,Debris,Slide,17 October 2025
27840,TN/NIL/58A15/2025/7,Tamil Nadu,Nilgiri,ONR-7,Coonoor - Vennar pet Rd.,11.3509,76.7929,Debris,Slide,20 October 2025
27841,TN/NIL/58A15/2025/8,Tamil Nadu,Nilgiri,ONR-8,Mel Vannarapettai Near Sarasini front house,11.3551,76.7902,NA,-,NA
27842,TN/NIL/58A15/2025/9,Tamil Nadu,Nilgiri,ONR-9,Attadi road,11.3571,76.8083,Earth,Slide,19 October 2025
27843,TN/NIL/58A15/2025/10,Tamil Nadu,Nilgiri,ONR-10,Coonoor to Kattabettu road near Bandishola,11.3665,76.8167,Debris,Slide,18 October 2025
27844,TN/NIL/58A15/2025/11,Tamil Nadu,Nilgiri,ONR-11,Coonoor to Kattabettu Road,11.3752,76.8165,Loose debris,Slide,17 October 2025
27845,TN/NIL/58A15/2025/12,Tamil Nadu,Nilgiri,ONR-12,"In backside of Tmt. Jayabhatathi house, Forestdale",11.3669,76.7992,Earth,Slide,22 October 2025
27846,TN/NIL/58A15/2025/13,Tamil Nadu,Nilgiri,ONR-13,Near Gandipuram Railway track,11.3339,76.7981,Loose debris,Slide,18 October 2025
27847,TN/NIL/58A15/2025/14,Tamil Nadu,Nilgiri,ONR-14,Gandhipuram - Indra Nagar,11.337,76.7982,Earth,Slide,21 October 2025
27848,TN/NIL/58A15/2025/15,Tamil Nadu,Nilgiri,ONR-15,Coonoor to Mettupalayam road,11.3307,76.808,Debris,Slide,19 October 2025
27849,TN/NIL/58A15/2025/16,Tamil Nadu,Nilgiri,ONR-16,Coonoor to Mettupalayam road,11.3381,76.8278,Rock,Slide,2024
27850,TN/NIL/58A15/2025/17,Tamil Nadu,Nilgiri,KOT-1,In front of Palanimalai house at Kattabettu Bharathinagar,11.4139,76.8139,Earth,Slide,19 October 2025
27851,TN/NIL/58A15/2025/18,Tamil Nadu,Nilgiri,KOT-2,"In front of Velusamy house, Bharthi Nagar",11.4146,76.8133,Earth,Slide,18 October 2025
27852,TN/NIL/58A15/2025/19,Tamil Nadu,Nilgiri,KOT-3,Coonoor to Kattabettu road,11.4159,76.8172,Debris,Slide,19 October 2025
27853,TN/NIL/58A15/2025/20,Tamil Nadu,Nilgiri,KOT-4,Kokkalthorai road near kaikatty,11.4588,76.8427,Earth,Slide,16 October 2025
27854,TN/NIL/58A15/2025/21,Tamil Nadu,Nilgiri,KOT-5,Keradamattam to Sundatty road,11.4939,76.8939,Debris,Slide,19 October 2025
27855,TN/NIL/58A15/2025/22,Tamil Nadu,Nilgiri,KOT-6,"Sivakumar,S/o.Kuttan Rajnagar, backside of the house",11.4508,76.89,Earth,Fall,16 October 2025
27856,TN/NIL/58A15/2025/23,Tamil Nadu,Nilgiri,KOT-7,Club road lion house area,11.4317,76.8667,Earth,Slide,18 October 2025
27857,TN/NIL/58A15/2025/24,Tamil Nadu,Nilgiri,KOT-8,Kotagiri to Konavakkarai road,11.4174,76.8781,Debris,Slide,22 October 2025
27858,TN/NIL/58A11/2025/25,Tamil Nadu,Nilgiri,ONR-17,Near Needle factory,11.3785,76.7444,Earth,Slide,19 October 2025
27859,TN/NIL/58A11/2025/26,Tamil Nadu,Nilgiri,ONR-18,Kenthala to Ketti palada road,11.3359,76.7345,Debris,Slide,22 October 2025
27860,TN/NIL/58A11/2025/27,Tamil Nadu,Nilgiri,ONR-19,Maniyapuram Temple area,11.3157,76.7068,Earth,Slide,18 October 2025
27861,TN/NIL/58A15/2025/28,Tamil Nadu,Nilgiri,ONR-20,"In backside of Tmt.Gomathi house, Palaya Aravankadu",11.3696,76.7517,Earth,Slide,22 October 2025
27862,TN/NIL/58A15/2025/29,Tamil Nadu,Nilgiri,ONR-21,"In backside of Tmt.Saroja Sandha house, Chinna Bikkatty",11.3718,76.7561,Earth,Slide,22 October 2025
27863,TN/NIL/58A15/2025/30,Tamil Nadu,Nilgiri,ONR-23,"Tmt.Mumtaj, W/o.Anwer Ambikapuram house backside",11.3556,76.771,Debris,Slide,16 October 2025
27864,TN/NIL/58A15/2025/31,Tamil Nadu,Nilgiri,ONR-24,Periyar Nagar,11.3375,76.7769,Debris,Slide,22 October 2025
27865,TN/NIL/58A15/2025/32,Tamil Nadu,Nilgiri,ONR-25,"Nearby Deepa's house, Karancy",11.3608,76.834,Debris,Slide,16 October 2025
27866,TN/NIL/58A15/2025/33,Tamil Nadu,Nilgiri,KOT-10,S.N.Nagar to Semmanarai Rd.,11.3935,76.9317,Debris,Slide,20 October 2025
27867,TN/NIL/58A15/2025/34,Tamil Nadu,Nilgiri,ONR-26,Near Nansach,11.3203,76.7985,Debris,Slide,16 October 2025
27868,TN/NIL/58A11/2025/35,Tamil Nadu,Nilgiri,ONR-27,Palaniyappa Estate road,11.2653,76.7448,Earth,Slide,16 October 2025
27869,TN/NIL/58A11/2025/36,Tamil Nadu,Nilgiri,ONR-28,Dickland lease,11.2774,76.6898,Debris,Slide,22 October 2025
27870,TN/NIL/58A11/2025/37,Tamil Nadu,Nilgiri,KUN-1,Ketchikatti to Mullimalai road,11.2617,76.6327,Earth,Slide,18 October 2025
27871,TN/NIL/58A15/2025/38,Tamil Nadu,Nilgiri,KUN-2,Onikandi to Coimbatore road,11.2659,76.6572,Earth,Slide,18 October 2025
27872,TN/NIL/58A11/2025/39,Tamil Nadu,Nilgiri,KUN-3,"Manjoor to Greddai road, near Onikandi",11.2643,76.6583,Earth,Slide,19 October 2025
27873,TN/NIL/58A11/2025/40,Tamil Nadu,Nilgiri,KUN-4,"Primary Health Centre, Kundah palam",11.2818,76.65,Earth,Slide,19 October 2025
27874,TN/NIL/58A11/2025/41,Tamil Nadu,Nilgiri,KUN-5,"Nagaraj,S/o.Raman house, backside",11.3206,76.6903,Earth,Slide,14 October 2025
27875,TN/NIL/58A15/2025/42,Tamil Nadu,Nilgiri,KOT-11,Marvalla road,11.4723,76.8408,Debris,Slide,19 October 2025
27876,TN/NIL/58A15/2025/43,Tamil Nadu,Nilgiri,ONR-29,Coonoor to Udhagai road,11.3599,76.7814,Debris,Slide,22 October 2025
27877,TN/NIL/58A15/2025/44,Tamil Nadu,Nilgiri,ONR-30,Coonoor to Udhagai road,11.3606,76.7813,Earth,Slide,22 October 2025
27878,TN/NILGIRIS/58A15/2026/01,Tamil Nadu,Nilgiri,TDK road Slide,TDK Road,11.344605,76.792407,Debris,Slide,01 January 2026
27879,TN/NILGIRIS/58A15/2026/02,Tamil Nadu,Nilgiri,Model House Society Slide,Disencherry Road,11.346337,76.798923,Debris,Slide,01 January 2026
27880,TN/NILGIRIS/58A15/2026/03,Tamil Nadu,Nilgiri,MGR Nagar,TDK Road,11.347369,76.789377,Debris,Slide,01 January 2026
27881,TN/NILGIRIS/58A15/2026/04,Tamil Nadu,Nilgiri,TDK road Slide,TDK Road,11.349663,76.788382,Debris,Slide,01 January 2026
27882,TN/NILGIRIS/58A15/2026/05,Tamil Nadu,Nilgiri,Riga Residency slide,TDK Road,11.352862,76.786387,Debris,Slide,01 January 2026
27883,Tamil Nadu/THENI/58G/2/2014/01.,Tamil Nadu,Theni,Kollam-Theni NH-220 slide/01,Kollam-Theni NH-220 between Kumily and Cumbum,9.616,77.19,Earth/soil with rock fragments and trees,Soil slide,07 May 2014
27884,Tamil Nadu/THENI/58G/2/2014/02.,Tamil Nadu,Theni,Kollam-Theni NH-220 slide/02,Kollam-Theni NH-220 between Kumily and Cumbum,9.617,77.19,Earth/soil with rock fragments and trees,Flow,07 May 2014
